Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
572.38	0.075000	0.28443	3.5158	2809.9	3073.6	8.3480	1.5424	2.0087	585.47	12.256	20.284	0.043404	vapor
573.59	0.075000	0.28383	3.5233	2811.8	3076.0	8.3523	1.5431	2.0094	586.07	12.173	20.334	0.043534	vapor
574.80	0.075000	0.28322	3.5308	2813.7	3078.5	8.3565	1.5438	2.0101	586.66	12.092	20.384	0.043663	vapor
576.01	0.075000	0.28262	3.5383	2815.5	3080.9	8.3607	1.5445	2.0107	587.25	12.011	20.434	0.043792	vapor
577.22	0.075000	0.28203	3.5458	2817.4	3083.3	8.3649	1.5452	2.0114	587.83	11.931	20.484	0.043922	vapor
578.43	0.075000	0.28143	3.5533	2819.3	3085.8	8.3692	1.5459	2.0120	588.42	11.852	20.534	0.044052	vapor
579.64	0.075000	0.28084	3.5607	2821.2	3088.2	8.3734	1.5466	2.0127	589.01	11.774	20.584	0.044182	vapor
580.86	0.075000	0.28025	3.5682	2823.0	3090.6	8.3776	1.5473	2.0134	589.60	11.696	20.635	0.044312	vapor
582.07	0.075000	0.27966	3.5757	2824.9	3093.1	8.3818	1.5480	2.0140	590.18	11.619	20.685	0.044442	vapor
583.28	0.075000	0.27908	3.5832	2826.8	3095.5	8.3860	1.5488	2.0147	590.77	11.543	20.735	0.044573	vapor
584.49	0.075000	0.27850	3.5907	2828.7	3098.0	8.3901	1.5495	2.0154	591.35	11.468	20.785	0.044703	vapor
585.70	0.075000	0.27792	3.5982	2830.5	3100.4	8.3943	1.5502	2.0161	591.94	11.393	20.835	0.044834	vapor
586.91	0.075000	0.27734	3.6057	2832.4	3102.8	8.3985	1.5509	2.0167	592.52	11.319	20.885	0.044965	vapor
588.12	0.075000	0.27676	3.6132	2834.3	3105.3	8.4026	1.5516	2.0174	593.10	11.246	20.935	0.045096	vapor
589.34	0.075000	0.27619	3.6207	2836.2	3107.7	8.4068	1.5523	2.0181	593.68	11.174	20.985	0.045227	vapor
590.55	0.075000	0.27562	3.6282	2838.1	3110.2	8.4109	1.5530	2.0188	594.26	11.102	21.035	0.045358	vapor
591.76	0.075000	0.27505	3.6356	2840.0	3112.6	8.4151	1.5538	2.0195	594.84	11.031	21.086	0.045489	vapor
592.97	0.075000	0.27449	3.6431	2841.8	3115.1	8.4192	1.5545	2.0201	595.42	10.961	21.136	0.045621	vapor
594.18	0.075000	0.27393	3.6506	2843.7	3117.5	8.4233	1.5552	2.0208	596.00	10.891	21.186	0.045752	vapor
595.39	0.075000	0.27337	3.6581	2845.6	3120.0	8.4274	1.5559	2.0215	596.58	10.822	21.236	0.045884	vapor
596.60	0.075000	0.27281	3.6656	2847.5	3122.4	8.4316	1.5566	2.0222	597.15	10.754	21.286	0.046016	vapor
597.82	0.075000	0.27225	3.6731	2849.4	3124.9	8.4357	1.5574	2.0229	597.73	10.686	21.336	0.046148	vapor
599.03	0.075000	0.27170	3.6806	2851.3	3127.3	8.4398	1.5581	2.0236	598.31	10.619	21.386	0.046281	vapor
600.24	0.075000	0.27115	3.6881	2853.2	3129.8	8.4438	1.5588	2.0243	598.88	10.552	21.437	0.046413	vapor
601.45	0.075000	0.27060	3.6955	2855.1	3132.2	8.4479	1.5595	2.0250	599.46	10.486	21.487	0.046545	vapor
602.66	0.075000	0.27005	3.7030	2857.0	3134.7	8.4520	1.5603	2.0257	600.03	10.421	21.537	0.046678	vapor
603.87	0.075000	0.26950	3.7105	2858.8	3137.1	8.4561	1.5610	2.0264	600.60	10.356	21.587	0.046811	vapor
605.08	0.075000	0.26896	3.7180	2860.7	3139.6	8.4601	1.5617	2.0271	601.17	10.292	21.637	0.046944	vapor
606.30	0.075000	0.26842	3.7255	2862.6	3142.0	8.4642	1.5624	2.0278	601.75	10.229	21.687	0.047077	vapor
607.51	0.075000	0.26788	3.7330	2864.5	3144.5	8.4682	1.5632	2.0285	602.32	10.166	21.738	0.047210	vapor
608.72	0.075000	0.26735	3.7404	2866.4	3147.0	8.4723	1.5639	2.0292	602.89	10.104	21.788	0.047343	vapor
609.93	0.075000	0.26681	3.7479	2868.3	3149.4	8.4763	1.5646	2.0299	603.46	10.042	21.838	0.047477	vapor
611.14	0.075000	0.26628	3.7554	2870.2	3151.9	8.4803	1.5654	2.0306	604.02	9.9807	21.888	0.047610	vapor
612.35	0.075000	0.26575	3.7629	2872.1	3154.3	8.4844	1.5661	2.0313	604.59	9.9200	21.938	0.047744	vapor
613.56	0.075000	0.26522	3.7704	2874.0	3156.8	8.4884	1.5669	2.0320	605.16	9.8599	21.988	0.047878	vapor
614.77	0.075000	0.26470	3.7779	2875.9	3159.3	8.4924	1.5676	2.0327	605.73	9.8003	22.039	0.048012	vapor
615.99	0.075000	0.26418	3.7854	2877.8	3161.7	8.4964	1.5683	2.0334	606.29	9.7413	22.089	0.048146	vapor
617.20	0.075000	0.26365	3.7928	2879.7	3164.2	8.5004	1.5691	2.0341	606.86	9.6828	22.139	0.048280	vapor
618.41	0.075000	0.26314	3.8003	2881.6	3166.7	8.5044	1.5698	2.0349	607.42	9.6248	22.189	0.048415	vapor
619.62	0.075000	0.26262	3.8078	2883.5	3169.1	8.5084	1.5706	2.0356	607.99	9.5673	22.239	0.048549	vapor
620.83	0.075000	0.26210	3.8153	2885.4	3171.6	8.5123	1.5713	2.0363	608.55	9.5103	22.289	0.048684	vapor
622.04	0.075000	0.26159	3.8228	2887.3	3174.1	8.5163	1.5720	2.0370	609.11	9.4538	22.340	0.048819	vapor
623.25	0.075000	0.26108	3.8302	2889.3	3176.5	8.5203	1.5728	2.0377	609.67	9.3978	22.390	0.048954	vapor
624.47	0.075000	0.26057	3.8377	2891.2	3179.0	8.5242	1.5735	2.0384	610.24	9.3423	22.440	0.049089	vapor
625.68	0.075000	0.26006	3.8452	2893.1	3181.5	8.5282	1.5743	2.0392	610.80	9.2873	22.490	0.049224	vapor
626.89	0.075000	0.25956	3.8527	2895.0	3183.9	8.5321	1.5750	2.0399	611.36	9.2327	22.540	0.049360	vapor
628.10	0.075000	0.25906	3.8602	2896.9	3186.4	8.5361	1.5758	2.0406	611.92	9.1786	22.590	0.049495	vapor
629.31	0.075000	0.25855	3.8677	2898.8	3188.9	8.5400	1.5765	2.0413	612.47	9.1250	22.640	0.049631	vapor
630.52	0.075000	0.25806	3.8751	2900.7	3191.3	8.5439	1.5773	2.0421	613.03	9.0719	22.691	0.049766	vapor
631.73	0.075000	0.25756	3.8826	2902.6	3193.8	8.5478	1.5780	2.0428	613.59	9.0192	22.741	0.049902	vapor
632.95	0.075000	0.25706	3.8901	2904.5	3196.3	8.5518	1.5788	2.0435	614.15	8.9669	22.791	0.050038	vapor
634.16	0.075000	0.25657	3.8976	2906.5	3198.8	8.5557	1.5795	2.0442	614.70	8.9151	22.841	0.050174	vapor
635.37	0.075000	0.25608	3.9051	2908.4	3201.2	8.5596	1.5803	2.0450	615.26	8.8637	22.891	0.050311	vapor
636.58	0.075000	0.25559	3.9125	2910.3	3203.7	8.5635	1.5810	2.0457	615.81	8.8128	22.941	0.050447	vapor
637.79	0.075000	0.25510	3.9200	2912.2	3206.2	8.5673	1.5818	2.0464	616.37	8.7623	22.992	0.050583	vapor
639.00	0.075000	0.25462	3.9275	2914.1	3208.7	8.5712	1.5826	2.0472	616.92	8.7122	23.042	0.050720	vapor
640.21	0.075000	0.25413	3.9350	2916.0	3211.2	8.5751	1.5833	2.0479	617.47	8.6625	23.092	0.050857	vapor
641.43	0.075000	0.25365	3.9425	2918.0	3213.6	8.5790	1.5841	2.0486	618.03	8.6133	23.142	0.050994	vapor
642.64	0.075000	0.25317	3.9499	2919.9	3216.1	8.5828	1.5848	2.0494	618.58	8.5644	23.192	0.051131	vapor
643.85	0.075000	0.25269	3.9574	2921.8	3218.6	8.5867	1.5856	2.0501	619.13	8.5160	23.242	0.051268	vapor
645.06	0.075000	0.25221	3.9649	2923.7	3221.1	8.5906	1.5864	2.0509	619.68	8.4679	23.292	0.051405	vapor
646.27	0.075000	0.25174	3.9724	2925.7	3223.6	8.5944	1.5871	2.0516	620.23	8.4203	23.342	0.051543	vapor
647.48	0.075000	0.25127	3.9798	2927.6	3226.1	8.5983	1.5879	2.0523	620.78	8.3730	23.393	0.051680	vapor
648.69	0.075000	0.25079	3.9873	2929.5	3228.6	8.6021	1.5886	2.0531	621.33	8.3262	23.443	0.051818	vapor
649.91	0.075000	0.25033	3.9948	2931.4	3231.0	8.6059	1.5894	2.0538	621.87	8.2797	23.493	0.051956	vapor
651.12	0.075000	0.24986	4.0023	2933.4	3233.5	8.6097	1.5902	2.0546	622.42	8.2336	23.543	0.052093	vapor
652.33	0.075000	0.24939	4.0098	2935.3	3236.0	8.6136	1.5909	2.0553	622.97	8.1878	23.593	0.052231	vapor
653.54	0.075000	0.24893	4.0172	2937.2	3238.5	8.6174	1.5917	2.0561	623.51	8.1424	23.643	0.052370	vapor
654.75	0.075000	0.24846	4.0247	2939.1	3241.0	8.6212	1.5925	2.0568	624.06	8.0974	23.693	0.052508	vapor
655.96	0.075000	0.24800	4.0322	2941.1	3243.5	8.6250	1.5932	2.0576	624.60	8.0528	23.743	0.052646	vapor
657.17	0.075000	0.24755	4.0397	2943.0	3246.0	8.6288	1.5940	2.0583	625.15	8.0085	23.794	0.052785	vapor
658.39	0.075000	0.24709	4.0471	2944.9	3248.5	8.6326	1.5948	2.0591	625.69	7.9646	23.844	0.052923	vapor
659.60	0.075000	0.24663	4.0546	2946.9	3251.0	8.6364	1.5955	2.0598	626.23	7.9210	23.894	0.053062	vapor
660.81	0.075000	0.24618	4.0621	2948.8	3253.5	8.6401	1.5963	2.0606	626.78	7.8777	23.944	0.053201	vapor
662.02	0.075000	0.24573	4.0696	2950.7	3256.0	8.6439	1.5971	2.0613	627.32	7.8348	23.994	0.053340	vapor
663.23	0.075000	0.24528	4.0771	2952.7	3258.5	8.6477	1.5979	2.0621	627.86	7.7923	24.044	0.053479	vapor
664.44	0.075000	0.24483	4.0845	2954.6	3261.0	8.6515	1.5986	2.0628	628.40	7.7501	24.094	0.053618	vapor
665.65	0.075000	0.24438	4.0920	2956.6	3263.5	8.6552	1.5994	2.0636	628.94	7.7082	24.144	0.053758	vapor
666.87	0.075000	0.24393	4.0995	2958.5	3266.0	8.6590	1.6002	2.0643	629.48	7.6666	24.194	0.053897	vapor
668.08	0.075000	0.24349	4.1070	2960.4	3268.5	8.6627	1.6010	2.0651	630.02	7.6254	24.244	0.054037	vapor
669.29	0.075000	0.24305	4.1144	2962.4	3271.0	8.6665	1.6017	2.0658	630.56	7.5844	24.294	0.054177	vapor
670.50	0.075000	0.24261	4.1219	2964.3	3273.5	8.6702	1.6025	2.0666	631.10	7.5438	24.344	0.054316	vapor
671.71	0.075000	0.24217	4.1294	2966.3	3276.0	8.6739	1.6033	2.0674	631.63	7.5035	24.394	0.054456	vapor
672.92	0.075000	0.24173	4.1369	2968.2	3278.5	8.6776	1.6041	2.0681	632.17	7.4636	24.445	0.054596	vapor
674.13	0.075000	0.24129	4.1443	2970.2	3281.0	8.6814	1.6048	2.0689	632.70	7.4239	24.495	0.054737	vapor
675.34	0.075000	0.24086	4.1518	2972.1	3283.5	8.6851	1.6056	2.0696	633.24	7.3845	24.545	0.054877	vapor
676.56	0.075000	0.24043	4.1593	2974.0	3286.0	8.6888	1.6064	2.0704	633.77	7.3455	24.595	0.055017	vapor
677.77	0.075000	0.23999	4.1668	2976.0	3288.5	8.6925	1.6072	2.0712	634.31	7.3067	24.645	0.055158	vapor
678.98	0.075000	0.23957	4.1742	2977.9	3291.0	8.6962	1.6080	2.0719	634.84	7.2682	24.695	0.055299	vapor
680.19	0.075000	0.23914	4.1817	2979.9	3293.5	8.6999	1.6087	2.0727	635.38	7.2300	24.745	0.055439	vapor
681.40	0.075000	0.23871	4.1892	2981.8	3296.0	8.7036	1.6095	2.0735	635.91	7.1921	24.795	0.055580	vapor
682.61	0.075000	0.23829	4.1967	2983.8	3298.5	8.7073	1.6103	2.0742	636.44	7.1545	24.845	0.055721	vapor
683.82	0.075000	0.23786	4.2041	2985.8	3301.1	8.7109	1.6111	2.0750	636.97	7.1172	24.895	0.055862	vapor
685.04	0.075000	0.23744	4.2116	2987.7	3303.6	8.7146	1.6119	2.0758	637.50	7.0801	24.945	0.056004	vapor
686.25	0.075000	0.23702	4.2191	2989.7	3306.1	8.7183	1.6127	2.0765	638.03	7.0434	24.995	0.056145	vapor
687.46	0.075000	0.23660	4.2265	2991.6	3308.6	8.7219	1.6134	2.0773	638.56	7.0069	25.045	0.056286	vapor
688.67	0.075000	0.23618	4.2340	2993.6	3311.1	8.7256	1.6142	2.0781	639.09	6.9706	25.095	0.056428	vapor
689.88	0.075000	0.23577	4.2415	2995.5	3313.6	8.7293	1.6150	2.0789	639.62	6.9347	25.145	0.056570	vapor
691.09	0.075000	0.23535	4.2490	2997.5	3316.2	8.7329	1.6158	2.0796	640.15	6.8990	25.195	0.056712	vapor
692.30	0.075000	0.23494	4.2564	2999.4	3318.7	8.7365	1.6166	2.0804	640.68	6.8636	25.245	0.056854	vapor
693.52	0.075000	0.23453	4.2639	3001.4	3321.2	8.7402	1.6174	2.0812	641.20	6.8284	25.295	0.056996	vapor
694.73	0.075000	0.23412	4.2714	3003.4	3323.7	8.7438	1.6182	2.0820	641.73	6.7935	25.345	0.057138	vapor
695.94	0.075000	0.23371	4.2789	3005.3	3326.2	8.7474	1.6190	2.0827	642.25	6.7588	25.395	0.057280	vapor
697.15	0.075000	0.23330	4.2863	3007.3	3328.8	8.7511	1.6198	2.0835	642.78	6.7244	25.444	0.057422	vapor
698.36	0.075000	0.23289	4.2938	3009.3	3331.3	8.7547	1.6205	2.0843	643.30	6.6903	25.494	0.057565	vapor
699.57	0.075000	0.23249	4.3013	3011.2	3333.8	8.7583	1.6213	2.0851	643.83	6.6564	25.544	0.057707	vapor
700.78	0.075000	0.23209	4.3087	3013.2	3336.3	8.7619	1.6221	2.0858	644.35	6.6227	25.594	0.057850	vapor
702.00	0.075000	0.23168	4.3162	3015.2	3338.9	8.7655	1.6229	2.0866	644.88	6.5893	25.644	0.057993	vapor
703.21	0.075000	0.23128	4.3237	3017.1	3341.4	8.7691	1.6237	2.0874	645.40	6.5561	25.694	0.058136	vapor
704.42	0.075000	0.23088	4.3312	3019.1	3343.9	8.7727	1.6245	2.0882	645.92	6.5232	25.744	0.058279	vapor
705.63	0.075000	0.23049	4.3386	3021.1	3346.5	8.7763	1.6253	2.0890	646.44	6.4905	25.794	0.058422	vapor
706.84	0.075000	0.23009	4.3461	3023.0	3349.0	8.7799	1.6261	2.0897	646.96	6.4580	25.844	0.058565	vapor
708.05	0.075000	0.22970	4.3536	3025.0	3351.5	8.7835	1.6269	2.0905	647.48	6.4258	25.894	0.058709	vapor
709.26	0.075000	0.22930	4.3610	3027.0	3354.1	8.7870	1.6277	2.0913	648.00	6.3938	25.944	0.058852	vapor
710.48	0.075000	0.22891	4.3685	3028.9	3356.6	8.7906	1.6285	2.0921	648.52	6.3620	25.993	0.058996	vapor
711.69	0.075000	0.22852	4.3760	3030.9	3359.1	8.7942	1.6293	2.0929	649.04	6.3305	26.043	0.059140	vapor
712.90	0.075000	0.22813	4.3835	3032.9	3361.7	8.7977	1.6301	2.0937	649.56	6.2991	26.093	0.059283	vapor
714.11	0.075000	0.22774	4.3909	3034.9	3364.2	8.8013	1.6309	2.0945	650.08	6.2680	26.143	0.059427	vapor
715.32	0.075000	0.22736	4.3984	3036.9	3366.7	8.8048	1.6317	2.0952	650.59	6.2371	26.193	0.059571	vapor
716.53	0.075000	0.22697	4.4059	3038.8	3369.3	8.8084	1.6325	2.0960	651.11	6.2064	26.243	0.059715	vapor
717.74	0.075000	0.22659	4.4133	3040.8	3371.8	8.8119	1.6333	2.0968	651.63	6.1760	26.293	0.059860	vapor
718.96	0.075000	0.22620	4.4208	3042.8	3374.4	8.8155	1.6341	2.0976	652.14	6.1457	26.342	0.060004	vapor
720.17	0.075000	0.22582	4.4283	3044.8	3376.9	8.8190	1.6349	2.0984	652.66	6.1157	26.392	0.060148	vapor
721.38	0.075000	0.22544	4.4358	3046.8	3379.4	8.8225	1.6357	2.0992	653.17	6.0859	26.442	0.060293	vapor
722.59	0.075000	0.22506	4.4432	3048.7	3382.0	8.8260	1.6365	2.1000	653.69	6.0562	26.492	0.060438	vapor
723.80	0.075000	0.22468	4.4507	3050.7	3384.5	8.8296	1.6373	2.1008	654.20	6.0268	26.542	0.060582	vapor
725.01	0.075000	0.22431	4.4582	3052.7	3387.1	8.8331	1.6381	2.1016	654.71	5.9976	26.591	0.060727	vapor
726.22	0.075000	0.22393	4.4656	3054.7	3389.6	8.8366	1.6389	2.1024	655.23	5.9686	26.641	0.060872	vapor
727.44	0.075000	0.22356	4.4731	3056.7	3392.2	8.8401	1.6397	2.1031	655.74	5.9398	26.691	0.061017	vapor
728.65	0.075000	0.22319	4.4806	3058.7	3394.7	8.8436	1.6405	2.1039	656.25	5.9111	26.741	0.061163	vapor
729.86	0.075000	0.22281	4.4880	3060.7	3397.3	8.8471	1.6413	2.1047	656.76	5.8827	26.790	0.061308	vapor
731.07	0.075000	0.22244	4.4955	3062.6	3399.8	8.8506	1.6421	2.1055	657.27	5.8545	26.840	0.061453	vapor
732.28	0.075000	0.22207	4.5030	3064.6	3402.4	8.8541	1.6429	2.1063	657.78	5.8264	26.890	0.061599	vapor
733.49	0.075000	0.22171	4.5105	3066.6	3404.9	8.8575	1.6437	2.1071	658.29	5.7986	26.940	0.061744	vapor
734.70	0.075000	0.22134	4.5179	3068.6	3407.5	8.8610	1.6446	2.1079	658.80	5.7709	26.989	0.061890	vapor
735.91	0.075000	0.22098	4.5254	3070.6	3410.0	8.8645	1.6454	2.1087	659.31	5.7434	27.039	0.062036	vapor
737.13	0.075000	0.22061	4.5329	3072.6	3412.6	8.8680	1.6462	2.1095	659.82	5.7161	27.089	0.062182	vapor
738.34	0.075000	0.22025	4.5403	3074.6	3415.1	8.8714	1.6470	2.1103	660.32	5.6890	27.139	0.062328	vapor
739.55	0.075000	0.21989	4.5478	3076.6	3417.7	8.8749	1.6478	2.1111	660.83	5.6621	27.188	0.062474	vapor
740.76	0.075000	0.21953	4.5553	3078.6	3420.2	8.8783	1.6486	2.1119	661.34	5.6353	27.238	0.062620	vapor
741.97	0.075000	0.21917	4.5627	3080.6	3422.8	8.8818	1.6494	2.1127	661.84	5.6088	27.288	0.062766	vapor
743.18	0.075000	0.21881	4.5702	3082.6	3425.4	8.8852	1.6502	2.1135	662.35	5.5824	27.337	0.062913	vapor
744.39	0.075000	0.21845	4.5777	3084.6	3427.9	8.8887	1.6510	2.1143	662.85	5.5562	27.387	0.063059	vapor
745.61	0.075000	0.21810	4.5851	3086.6	3430.5	8.8921	1.6519	2.1151	663.36	5.5301	27.437	0.063206	vapor
746.82	0.075000	0.21774	4.5926	3088.6	3433.1	8.8956	1.6527	2.1159	663.86	5.5042	27.486	0.063353	vapor
748.03	0.075000	0.21739	4.6001	3090.6	3435.6	8.8990	1.6535	2.1167	664.36	5.4785	27.536	0.063500	vapor
749.24	0.075000	0.21703	4.6076	3092.6	3438.2	8.9024	1.6543	2.1175	664.87	5.4530	27.586	0.063646	vapor
750.45	0.075000	0.21668	4.6150	3094.6	3440.7	8.9058	1.6551	2.1183	665.37	5.4276	27.635	0.063793	vapor
751.66	0.075000	0.21633	4.6225	3096.6	3443.3	8.9092	1.6559	2.1192	665.87	5.4024	27.685	0.063941	vapor
752.87	0.075000	0.21598	4.6300	3098.6	3445.9	8.9127	1.6567	2.1200	666.37	5.3774	27.734	0.064088	vapor
754.09	0.075000	0.21564	4.6374	3100.6	3448.4	8.9161	1.6576	2.1208	666.87	5.3525	27.784	0.064235	vapor
755.30	0.075000	0.21529	4.6449	3102.7	3451.0	8.9195	1.6584	2.1216	667.38	5.3278	27.834	0.064383	vapor
756.51	0.075000	0.21494	4.6524	3104.7	3453.6	8.9229	1.6592	2.1224	667.88	5.3032	27.883	0.064530	vapor
757.72	0.075000	0.21460	4.6598	3106.7	3456.2	8.9263	1.6600	2.1232	668.38	5.2788	27.933	0.064678	vapor
758.93	0.075000	0.21426	4.6673	3108.7	3458.7	8.9297	1.6608	2.1240	668.87	5.2546	27.982	0.064825	vapor
760.14	0.075000	0.21391	4.6748	3110.7	3461.3	8.9331	1.6617	2.1248	669.37	5.2305	28.032	0.064973	vapor
761.35	0.075000	0.21357	4.6822	3112.7	3463.9	8.9364	1.6625	2.1256	669.87	5.2066	28.081	0.065121	vapor
762.57	0.075000	0.21323	4.6897	3114.7	3466.5	8.9398	1.6633	2.1264	670.37	5.1828	28.131	0.065269	vapor
763.78	0.075000	0.21289	4.6972	3116.7	3469.0	8.9432	1.6641	2.1272	670.87	5.1592	28.180	0.065417	vapor
764.99	0.075000	0.21256	4.7046	3118.8	3471.6	8.9466	1.6649	2.1281	671.36	5.1357	28.230	0.065565	vapor
766.20	0.075000	0.21222	4.7121	3120.8	3474.2	8.9499	1.6658	2.1289	671.86	5.1124	28.279	0.065714	vapor
767.41	0.075000	0.21188	4.7196	3122.8	3476.8	8.9533	1.6666	2.1297	672.36	5.0892	28.329	0.065862	vapor
768.62	0.075000	0.21155	4.7270	3124.8	3479.3	8.9567	1.6674	2.1305	672.85	5.0662	28.378	0.066011	vapor
769.83	0.075000	0.21122	4.7345	3126.8	3481.9	8.9600	1.6682	2.1313	673.35	5.0433	28.428	0.066159	vapor
771.05	0.075000	0.21088	4.7420	3128.9	3484.5	8.9634	1.6690	2.1321	673.84	5.0205	28.477	0.066308	vapor
772.26	0.075000	0.21055	4.7494	3130.9	3487.1	8.9667	1.6699	2.1329	674.33	4.9979	28.527	0.066457	vapor
773.47	0.075000	0.21022	4.7569	3132.9	3489.7	8.9701	1.6707	2.1338	674.83	4.9755	28.576	0.066605	vapor
774.68	0.075000	0.20989	4.7644	3134.9	3492.3	8.9734	1.6715	2.1346	675.32	4.9532	28.626	0.066754	vapor
775.89	0.075000	0.20956	4.7718	3137.0	3494.9	8.9767	1.6723	2.1354	675.81	4.9310	28.675	0.066903	vapor
777.10	0.075000	0.20924	4.7793	3139.0	3497.4	8.9801	1.6732	2.1362	676.31	4.9089	28.724	0.067053	vapor
778.31	0.075000	0.20891	4.7868	3141.0	3500.0	8.9834	1.6740	2.1370	676.80	4.8870	28.774	0.067202	vapor
779.53	0.075000	0.20858	4.7942	3143.0	3502.6	8.9867	1.6748	2.1378	677.29	4.8653	28.823	0.067351	vapor
780.74	0.075000	0.20826	4.8017	3145.1	3505.2	8.9900	1.6756	2.1387	677.78	4.8436	28.873	0.067501	vapor
781.95	0.075000	0.20794	4.8092	3147.1	3507.8	8.9934	1.6765	2.1395	678.27	4.8221	28.922	0.067650	vapor
783.16	0.075000	0.20761	4.8166	3149.1	3510.4	8.9967	1.6773	2.1403	678.76	4.8008	28.971	0.067800	vapor
784.37	0.075000	0.20729	4.8241	3151.2	3513.0	9.0000	1.6781	2.1411	679.25	4.7796	29.021	0.067949	vapor
785.58	0.075000	0.20697	4.8316	3153.2	3515.6	9.0033	1.6790	2.1419	679.74	4.7584	29.070	0.068099	vapor
786.79	0.075000	0.20665	4.8390	3155.2	3518.2	9.0066	1.6798	2.1428	680.23	4.7375	29.119	0.068249	vapor
788.01	0.075000	0.20633	4.8465	3157.3	3520.8	9.0099	1.6806	2.1436	680.72	4.7166	29.169	0.068399	vapor
789.22	0.075000	0.20602	4.8540	3159.3	3523.4	9.0132	1.6814	2.1444	681.20	4.6959	29.218	0.068549	vapor
790.43	0.075000	0.20570	4.8614	3161.4	3526.0	9.0165	1.6823	2.1452	681.69	4.6753	29.267	0.068699	vapor
791.64	0.075000	0.20539	4.8689	3163.4	3528.6	9.0197	1.6831	2.1460	682.18	4.6549	29.317	0.068850	vapor
792.85	0.075000	0.20507	4.8764	3165.4	3531.2	9.0230	1.6839	2.1469	682.66	4.6345	29.366	0.069000	vapor
794.06	0.075000	0.20476	4.8838	3167.5	3533.8	9.0263	1.6848	2.1477	683.15	4.6143	29.415	0.069150	vapor
795.27	0.075000	0.20444	4.8913	3169.5	3536.4	9.0296	1.6856	2.1485	683.64	4.5942	29.464	0.069301	vapor
796.48	0.075000	0.20413	4.8988	3171.6	3539.0	9.0328	1.6864	2.1493	684.12	4.5742	29.514	0.069451	vapor
797.70	0.075000	0.20382	4.9062	3173.6	3541.6	9.0361	1.6873	2.1502	684.60	4.5544	29.563	0.069602	vapor
798.91	0.075000	0.20351	4.9137	3175.7	3544.2	9.0394	1.6881	2.1510	685.09	4.5346	29.612	0.069753	vapor
800.12	0.075000	0.20320	4.9212	3177.7	3546.8	9.0426	1.6889	2.1518	685.57	4.5150	29.661	0.069904	vapor
801.33	0.075000	0.20290	4.9286	3179.7	3549.4	9.0459	1.6898	2.1526	686.06	4.4955	29.710	0.070055	vapor
802.54	0.075000	0.20259	4.9361	3181.8	3552.0	9.0491	1.6906	2.1535	686.54	4.4761	29.760	0.070206	vapor
803.75	0.075000	0.20228	4.9436	3183.8	3554.6	9.0524	1.6914	2.1543	687.02	4.4569	29.809	0.070357	vapor
804.96	0.075000	0.20198	4.9510	3185.9	3557.2	9.0556	1.6923	2.1551	687.50	4.4377	29.858	0.070508	vapor
806.18	0.075000	0.20167	4.9585	3187.9	3559.8	9.0589	1.6931	2.1560	687.98	4.4187	29.907	0.070660	vapor
807.39	0.075000	0.20137	4.9660	3190.0	3562.4	9.0621	1.6939	2.1568	688.47	4.3997	29.956	0.070811	vapor
808.60	0.075000	0.20107	4.9734	3192.1	3565.1	9.0654	1.6948	2.1576	688.95	4.3809	30.005	0.070962	vapor
809.81	0.075000	0.20077	4.9809	3194.1	3567.7	9.0686	1.6956	2.1584	689.43	4.3622	30.055	0.071114	vapor
811.02	0.075000	0.20047	4.9883	3196.2	3570.3	9.0718	1.6964	2.1593	689.91	4.3436	30.104	0.071266	vapor
812.23	0.075000	0.20017	4.9958	3198.2	3572.9	9.0750	1.6973	2.1601	690.39	4.3251	30.153	0.071417	vapor
813.44	0.075000	0.19987	5.0033	3200.3	3575.5	9.0783	1.6981	2.1609	690.87	4.3067	30.202	0.071569	vapor
814.66	0.075000	0.19957	5.0107	3202.3	3578.1	9.0815	1.6990	2.1618	691.34	4.2885	30.251	0.071721	vapor
815.87	0.075000	0.19927	5.0182	3204.4	3580.8	9.0847	1.6998	2.1626	691.82	4.2703	30.300	0.071873	vapor
817.08	0.075000	0.19898	5.0257	3206.5	3583.4	9.0879	1.7006	2.1634	692.30	4.2523	30.349	0.072025	vapor
818.29	0.075000	0.19868	5.0331	3208.5	3586.0	9.0911	1.7015	2.1643	692.78	4.2343	30.398	0.072178	vapor
819.50	0.075000	0.19839	5.0406	3210.6	3588.6	9.0943	1.7023	2.1651	693.25	4.2165	30.447	0.072330	vapor
820.71	0.075000	0.19810	5.0481	3212.6	3591.2	9.0975	1.7032	2.1659	693.73	4.1987	30.496	0.072482	vapor
821.92	0.075000	0.19780	5.0555	3214.7	3593.9	9.1007	1.7040	2.1668	694.21	4.1811	30.545	0.072635	vapor
823.14	0.075000	0.19751	5.0630	3216.8	3596.5	9.1039	1.7048	2.1676	694.68	4.1635	30.594	0.072787	vapor
824.35	0.075000	0.19722	5.0705	3218.8	3599.1	9.1071	1.7057	2.1684	695.16	4.1461	30.643	0.072940	vapor
825.56	0.075000	0.19693	5.0779	3220.9	3601.7	9.1103	1.7065	2.1693	695.63	4.1287	30.692	0.073092	vapor
